bt,value,event,duration
2017-07-27 16:48:00,65.22714285714285,0.0,
2017-07-27 16:51:00,65.27,0.0,
2017-07-27 16:54:00,65.29571428571428,0.0,
2017-07-27 16:57:00,65.44428571428571,0.0,
2017-07-27 17:00:00,65.56428571428572,0.0,
2017-07-27 17:03:00,65.6125,0.0,
2017-07-27 17:06:00,65.73571428571428,0.0,
2017-07-27 17:09:00,65.87571428571428,0.0,
2017-07-27 17:12:00,65.98285714285716,0.0,
2017-07-27 17:15:00,66.07857142857144,0.0,
2017-07-27 17:18:00,66.18714285714286,0.0,
2017-07-27 17:21:00,66.2875,0.0,
2017-07-27 17:24:00,66.42,0.0,
2017-07-27 17:27:00,66.57142857142857,0.0,
2017-07-27 17:30:00,66.69428571428571,0.0,
2017-07-27 17:33:00,66.66714285714285,0.0,
2017-07-27 17:36:00,66.68142857142857,0.0,
2017-07-27 17:39:00,66.635,0.0,
2017-07-27 17:42:00,66.71,0.0,
2017-07-27 17:45:00,66.72285714285714,0.0,
2017-07-27 17:48:00,66.77428571428571,0.0,
2017-07-27 17:51:00,66.88571428571427,0.0,
2017-07-27 17:54:00,67.0,0.0,
2017-07-27 17:57:00,67.075,0.0,
2017-07-27 18:00:00,67.13857142857144,0.0,
2017-07-27 18:03:00,67.19,0.0,
2017-07-27 18:06:00,67.17714285714285,0.0,
2017-07-27 18:09:00,67.19,0.0,
2017-07-27 18:12:00,67.19142857142857,0.0,
2017-07-27 18:15:00,67.2275,0.0,
2017-07-27 18:18:00,67.19,0.0,
2017-07-27 18:21:00,67.13857142857144,0.0,
2017-07-27 18:24:00,67.13857142857144,0.0,
2017-07-27 18:27:00,67.15142857142857,0.0,
2017-07-27 18:30:00,67.20428571428572,0.0,
2017-07-27 18:33:00,67.2025,0.0,
2017-07-27 18:36:00,67.13857142857144,0.0,
2017-07-27 18:39:00,67.10000000000001,0.0,
2017-07-27 18:42:00,67.10000000000001,0.0,
2017-07-27 18:45:00,67.10000000000001,0.0,
2017-07-27 18:48:00,67.10000000000001,0.0,
2017-07-27 18:51:00,67.17875,0.0,
2017-07-27 18:54:00,67.20428571428572,0.0,
2017-07-27 18:57:00,67.29,0.0,
2017-07-27 19:00:00,67.32857142857144,0.0,
2017-07-27 19:03:00,67.00333333333333,0.0,
2017-07-27 19:06:00,67.29,0.0,
2017-07-27 19:09:00,67.30125000000001,0.0,
2017-07-27 19:12:00,67.21857142857144,0.0,
2017-07-27 19:15:00,67.16428571428571,0.0,
2017-07-27 19:18:00,67.01428571428572,0.0,
2017-07-27 19:21:00,66.85714285714286,0.0,
2017-07-27 19:24:00,66.87142857142858,0.0,
2017-07-27 19:27:00,66.88749999999999,0.0,
2017-07-27 19:30:00,66.8,0.0,
2017-07-27 19:33:00,66.71,0.0,
2017-07-27 19:36:00,66.64,0.0,
2017-07-27 19:39:00,66.52,0.0,
2017-07-27 19:42:00,66.42,0.0,
2017-07-27 19:45:00,66.28625,0.0,
2017-07-27 19:48:00,66.20142857142858,0.0,
2017-07-27 19:51:00,66.13,0.0,
2017-07-27 19:54:00,66.13,0.0,
2017-07-27 19:57:00,66.05285714285716,0.0,
2017-07-27 20:00:00,66.04,0.0,
2017-07-27 20:03:00,66.04,0.0,
2017-07-27 20:06:00,66.04,0.0,
2017-07-27 20:09:00,65.94,0.0,
2017-07-27 20:12:00,66.09,0.0,
2017-07-27 20:15:00,66.39142857142858,0.0,
2017-07-27 20:18:00,66.23,0.0,
2017-07-27 20:21:00,66.23,0.0,
2017-07-27 20:24:00,66.24285714285715,0.0,
2017-07-27 20:27:00,66.23,0.0,
2017-07-27 20:30:00,66.25571428571429,0.0,
2017-07-27 20:33:00,66.30714285714285,0.0,
2017-07-27 20:36:00,66.30714285714285,0.0,
2017-07-27 20:39:00,66.30875,0.0,
2017-07-27 20:42:00,66.32,0.0,
2017-07-27 20:45:00,66.30714285714285,0.0,
2017-07-27 20:48:00,66.23,0.0,
2017-07-27 20:51:00,66.23,0.0,
2017-07-27 20:54:00,66.25571428571429,0.0,
2017-07-27 20:57:00,66.1425,0.0,
2017-07-27 21:00:00,66.0657142857143,0.0,
2017-07-27 21:03:00,66.04,0.0,
2017-07-27 21:06:00,66.04,0.0,
2017-07-27 21:09:00,65.99714285714286,0.0,
2017-07-27 21:12:00,65.92285714285713,0.0,
2017-07-27 21:15:00,65.83500000000001,0.0,
2017-07-27 21:18:00,65.81,0.0,
2017-07-27 21:21:00,65.75285714285714,0.0,
2017-07-27 21:24:00,65.71,0.0,
2017-07-27 21:27:00,65.71,0.0,
2017-07-27 21:30:00,65.94428571428571,0.0,
2017-07-27 21:33:00,66.38375,0.0,
2017-07-27 21:36:00,66.61285714285714,0.0,
2017-07-27 21:39:00,66.36428571428571,0.0,
2017-07-27 21:42:00,66.16,0.0,
2017-07-27 21:45:00,65.98285714285714,0.0,
2017-07-27 21:48:00,65.90142857142858,0.0,
2017-07-27 21:51:00,65.775,0.0,
2017-07-27 21:54:00,65.66428571428571,0.0,
2017-07-27 21:57:00,65.60857142857142,0.0,
2017-07-27 22:00:00,65.46428571428571,0.0,
2017-07-27 22:03:00,65.35571428571428,0.0,
2017-07-27 22:06:00,65.26571428571428,0.0,
2017-07-27 22:09:00,65.22749999999999,0.0,
2017-07-27 22:12:00,65.16857142857143,0.0,
2017-07-27 22:15:00,65.06857142857145,0.0,
2017-07-27 22:18:00,64.99714285714286,0.0,
2017-07-27 22:21:00,64.91428571428571,0.0,
2017-07-27 22:24:00,64.85000000000001,0.0,
2017-07-27 22:27:00,64.85000000000001,0.0,
2017-07-27 22:30:00,64.7625,0.0,
2017-07-27 22:33:00,64.67285714285713,0.0,
2017-07-27 22:36:00,64.60285714285713,0.0,
2017-07-27 22:39:00,64.54571428571428,0.0,
2017-07-27 22:42:00,64.51714285714284,0.0,
2017-07-27 22:45:00,64.46,0.0,
2017-07-27 22:48:00,64.46,0.0,
2017-07-27 22:51:00,64.37,0.0,
2017-07-27 22:54:00,64.37,0.0,
2017-07-27 22:57:00,64.37,0.0,
2017-07-27 23:00:00,64.32714285714285,0.0,
2017-07-27 23:03:00,64.30749999999999,0.0,
2017-07-27 23:06:00,64.22714285714287,0.0,
2017-07-27 23:09:00,64.17,0.0,
2017-07-27 23:12:00,64.11857142857141,0.0,
2017-07-27 23:15:00,64.05142857142857,0.0,
2017-07-27 23:18:00,63.96714285714286,0.0,
